Scene,Run,Time (ms)
1,1,1327.3696
1,2,1226.4822
1,3,1245.1973
1,4,1299.2787
1,5,1214.7391
2,1,1975.1066
2,2,1926.3905
2,3,1934.1198
2,4,1944.1239
2,5,1907.0199
3,1,3372.4155
3,2,3385.5755
3,3,3403.2124
3,4,3370.5981
3,5,3302.6121
4,1,5706.6973
4,2,7894.6225
4,3,8474.8097
4,4,7965.8915
4,5,6144.6312
5,1,6776.8968
5,2,9542.8057
5,3,13554.3675
5,4,13546.4435
5,5,6816.6114
6,1,8103.2357
6,2,17044.1428
6,3,18953.7004
6,4,17476.2313
6,5,7999.5691
